Game,2014,2019,2018,2015,2017,2013,N/A,2016,2020,Genre,North America,Europe,Japan,Rest of World,Global,Publisher
Ys VIII: Lacrimosa of Dana,0,0,0,0,1,0,0,0,0,Role-Playing,1.294498381877023,0.4119464469618948,3.6866359447004617,0.6622516556291391,1.0830324909747289,NIS America
Bound By Flame,1,0,0,0,0,0,0,0,0,Action,1.294498381877023,0.9268795056642636,0.0,1.3245033112582782,1.0830324909747289,Focus Home Interactive
NBA Live 16,0,0,0,1,0,0,0,0,0,Sports,2.1035598705501624,0.5149330587023685,0.0,1.3245033112582782,1.0830324909747289,EA Sports
7 Days to Die,0,0,0,0,0,0,0,1,0,Action,1.4563106796116507,0.82389289392379,0.0,0.9933774834437086,1.0830324909747289,Telltale Games
Dynasty Warriors 8: Empires,1,0,0,0,0,0,0,0,0,Misc,1.1326860841423954,0.7209062821833162,1.8433179723502309,0.9933774834437086,1.0830324909747289,Tecmo Koei
Dragon's Dogma,0,0,0,0,1,0,0,0,0,Role-Playing,1.1326860841423954,0.7209062821833162,1.3824884792626728,0.9933774834437086,1.0830324909747289,Capcom
Godzilla (2015),1,0,0,0,0,0,0,0,0,Action,1.7799352750809065,0.3089598352214211,1.3824884792626728,0.9933774834437086,1.031459515214028,Namco Bandai Games
Eagle Flight,0,0,0,0,0,0,0,1,0,Adventure,1.4563106796116507,0.82389289392379,0.0,0.9933774834437086,1.031459515214028,Ubisoft
Agents of Mayhem,0,0,0,0,1,0,0,0,0,Action,1.294498381877023,0.82389289392379,0.0,0.9933774834437086,1.031459515214028,Deep Silver
MotoGP 14�,1,0,0,0,0,0,0,0,0,Racing,0.8090614886731395,1.1328527291452108,0.0,0.9933774834437086,1.031459515214028,Milestone S.r.l.
Elite: Dangerous,0,0,0,0,1,0,0,0,0,Simulation,0.9708737864077673,1.0298661174047372,0.0,0.9933774834437086,0.9798865394533265,Frontier Developments
Singstar: Ultimate Party,1,0,0,0,0,0,0,0,0,Music,0.0,1.64778578784758,0.0,0.9933774834437086,0.9798865394533265,Sony Computer Entertainment
Toukiden Kiwami,0,0,0,1,0,0,0,0,0,Action,0.9708737864077673,0.7209062821833162,1.3824884792626728,0.9933774834437086,0.9798865394533265,Tecmo Koei
Batman: A Telltale Game Series,0,0,0,0,0,0,0,1,0,Adventure,1.4563106796116507,0.7209062821833162,0.0,0.9933774834437086,0.9798865394533265,Telltale Games
The Surge,0,0,0,0,1,0,0,0,0,Action,1.1326860841423954,0.82389289392379,0.46082949308755783,0.9933774834437086,0.9798865394533265,Koch Media
MotoGP 15,0,0,0,1,0,0,0,0,0,Racing,0.0,1.3388259526261583,1.8433179723502309,0.6622516556291391,0.9283135636926249,Milestone S.r.l.
Resident Evil: Revelations,0,0,0,0,1,0,0,0,0,Action,0.9708737864077673,0.6179196704428422,1.8433179723502309,0.6622516556291391,0.9283135636926249,Capcom
Senran Kagura: Estival Versus,0,0,0,1,0,0,0,0,0,Action,1.294498381877023,0.0,4.147465437788019,0.6622516556291391,0.9283135636926249,Marvelous Interactive
Back to the Future: The Game,0,0,0,1,0,0,0,0,0,Adventure,1.6181229773462789,0.5149330587023685,0.0,0.9933774834437086,0.9283135636926249,Telltale Games
The Walking Dead - The Telltale Series: A New Frontier,0,0,0,0,1,0,0,0,0,Adventure,1.7799352750809065,0.4119464469618948,0.0,0.9933774834437086,0.876740587931924,Warner Bros. Interactive Entertainment
Resident Evil 6,0,0,0,0,0,0,0,1,0,Shooter,1.6181229773462789,0.0,2.3041474654377883,0.6622516556291391,0.876740587931924,Capcom
Final Fantasy XIV: Heavensward,0,0,0,1,0,0,0,0,0,MMO,0.0,0.9268795056642636,2.7649769585253456,0.6622516556291391,0.876740587931924,Square Enix
Final Fantasy XIV: Stormblood,0,0,0,0,1,0,0,0,0,MMO,0.8090614886731395,0.6179196704428422,1.8433179723502309,0.6622516556291391,0.876740587931924,Square Enix
Guilty Gear Xrd: Sign,1,0,0,0,0,0,0,0,0,Fighting,1.7799352750809065,0.0,1.8433179723502309,0.6622516556291391,0.876740587931924,Arc System Works
Prototype: Biohazard Bundle,0,0,0,0,0,0,0,1,0,Action,2.2653721682847903,0.0,0.0,0.9933774834437086,0.876740587931924,Activision
BlazBlue Central Fiction,0,0,0,0,0,0,0,1,0,Fighting,1.6181229773462789,0.0,2.3041474654377883,0.6622516556291391,0.876740587931924,PQube
MXGP 3: The Official Motocross Videogame,0,0,0,0,1,0,0,0,0,Racing,0.9708737864077673,0.82389289392379,0.0,0.9933774834437086,0.876740587931924,Milestone
Ride 2,0,0,0,0,0,0,0,1,0,Racing,1.1326860841423954,0.6179196704428422,0.46082949308755783,0.9933774834437086,0.8251676121712225,Milestone S.r.l
Dead Rising 4,0,0,0,0,1,0,0,0,0,Action-Adventure,1.294498381877023,0.5149330587023685,0.0,0.9933774834437086,0.8251676121712225,Capcom
Putty Squad,0,0,0,0,0,1,0,0,0,Platform,0.9708737864077673,0.7209062821833162,0.0,0.9933774834437086,0.8251676121712225,System 3
Digimon Story: Cyber Sleuth - Hacker's Memory,0,0,0,0,1,0,0,0,0,Role-Playing,0.8090614886731395,0.5149330587023685,1.8433179723502309,0.6622516556291391,0.8251676121712225,Namco Bandai Games
Battlezone,0,0,0,0,0,0,0,1,0,Action,1.4563106796116507,0.4119464469618948,0.0,0.9933774834437086,0.8251676121712225,Sony Interactive Entertainment
Naruto Shippuden: Ultimate Ninja Storm Legacy,0,0,0,0,1,0,0,0,0,Fighting,1.1326860841423954,0.4119464469618948,1.3824884792626728,0.6622516556291391,0.8251676121712225,Namco Bandai Games
Berserk and the Band of the Hawk,0,0,0,0,0,0,0,1,0,Action,1.1326860841423954,0.2059732234809474,2.3041474654377883,0.6622516556291391,0.8251676121712225,Tecmo Koei
BlazBlue: Chrono Phantasma Extend,0,0,0,1,0,0,0,0,0,Fighting,1.294498381877023,0.4119464469618948,0.9216589861751154,0.6622516556291391,0.8251676121712225,PQube
Pillars of Eternity,0,0,0,0,1,0,0,0,0,Role-Playing,1.7799352750809065,0.2059732234809474,0.0,0.9933774834437086,0.8251676121712225,Paradox Interactive�
Valkyria: Azure Revolution,0,0,0,0,1,0,0,0,0,Role-Playing,0.6472491909385115,0.3089598352214211,3.2258064516129044,0.6622516556291391,0.8251676121712225,Deep Silver
Gravity Rush Remastered,0,0,0,1,0,0,0,0,0,Action-Adventure,0.32362459546925576,0.6179196704428422,2.3041474654377883,0.6622516556291391,0.8251676121712225,Sony Computer Entertainment
Psycho-Pass: Mandatory Happiness,0,0,0,0,0,0,0,1,0,Visual Novel,1.6181229773462789,0.2059732234809474,0.0,0.9933774834437086,0.773594636410521,NIS America
Brothers: A Tale of Two Sons,0,0,0,1,0,0,0,0,0,Adventure,0.6472491909385115,0.9268795056642636,0.0,0.6622516556291391,0.773594636410521,505 Games
Warriors Orochi 3,1,0,0,0,0,0,0,0,0,Action,0.6472491909385115,0.5149330587023685,1.8433179723502309,0.6622516556291391,0.773594636410521,Tecmo Koei
Wasteland 2,0,0,0,1,0,0,0,0,0,Role-Playing,1.6181229773462789,0.0,1.3824884792626728,0.6622516556291391,0.773594636410521,Deep Silver
Atelier Sophie: The Alchemist of the Mysterious Book,0,0,0,1,0,0,0,0,0,Role-Playing,0.6472491909385115,0.3089598352214211,3.2258064516129044,0.33112582781456934,0.773594636410521,Tecmo Koei
NASCAR Heat Evolution,0,0,0,0,0,0,0,1,0,Racing,1.9417475728155342,0.0,0.0,0.9933774834437086,0.773594636410521,Dusenberry Martin Racing
Yakuza: Ishin,1,0,0,0,0,0,0,0,0,Adventure,0.0,0.0,6.912442396313364,0.0,0.773594636410521,Sega
Toukiden 2,0,0,0,0,0,0,0,1,0,Action,0.6472491909385115,0.0,4.608294930875577,0.33112582781456934,0.773594636410521,Tecmo Koei
Song of the Deep,0,0,0,0,0,0,0,1,0,Action,1.9417475728155342,0.0,0.0,0.9933774834437086,0.773594636410521,Insomniac Games
Super Robot Wars V,0,0,0,0,1,0,0,0,0,Role-Playing,0.0,0.0,6.912442396313364,0.0,0.773594636410521,Namco Bandai Games
Blue Reflection: Maboroshi ni Mau - Shoujo no Ken,0,0,0,0,1,0,0,0,0,Role-Playing,1.1326860841423954,0.0,2.7649769585253456,0.6622516556291391,0.7220216606498197,Tecmo Koei
Yonmegami Online: Cyber Dimension Neptune,0,0,0,0,1,0,0,0,0,Role-Playing,0.9708737864077673,0.0,3.2258064516129044,0.33112582781456934,0.7220216606498197,Idea Factory International
Grand Kingdom,0,0,0,1,0,0,0,0,0,Role-Playing,1.294498381877023,0.0,1.8433179723502309,0.6622516556291391,0.7220216606498197,NIS America
Arslan: The Warriors of Legend,0,0,0,0,0,0,0,1,0,Action,0.4854368932038839,0.4119464469618948,2.7649769585253456,0.33112582781456934,0.7220216606498197,Tecmo Koei
Pro Cycling Manager 2016,0,0,0,0,0,0,0,1,0,Sports,0.0,1.2358393408856847,0.0,0.6622516556291391,0.7220216606498197,Focus Home Interactive
Shovel Knight,0,0,0,1,0,0,0,0,0,Platform,1.294498381877023,0.4119464469618948,0.0,0.6622516556291391,0.7220216606498197,Yacht Club Games
Adventure Time: Finn & Jake Investigations,0,0,0,1,0,0,0,0,0,Action,1.1326860841423954,0.5149330587023685,0.0,0.6622516556291391,0.7220216606498197,Little Orbit
Guilty Gear Xrd -Revelator-,0,0,0,0,0,0,0,1,0,Fighting,0.9708737864077673,0.0,3.2258064516129044,0.33112582781456934,0.7220216606498197,PQube
We Happy Few,0,0,1,0,0,0,0,0,0,Action-Adventure,1.294498381877023,0.4119464469618948,0.0,0.6622516556291391,0.7220216606498197,Gearbox Software
Rocksmith 2014 Edition Remastered,0,0,0,0,0,0,0,1,0,Music,1.7799352750809065,0.0,0.0,0.9933774834437086,0.7220216606498197,Ubisoft
The Crew: Wild Run,0,0,0,1,0,0,0,0,0,Racing,0.0,1.2358393408856847,0.0,0.6622516556291391,0.7220216606498197,Ubisoft
MXGP 2,0,0,0,0,0,0,0,1,0,Racing,0.8090614886731395,0.6179196704428422,0.0,0.6622516556291391,0.7220216606498197,Milestone S.r.l.
MotoGP 17,0,0,0,0,1,0,0,0,0,Racing,0.6472491909385115,0.7209062821833162,0.0,0.6622516556291391,0.7220216606498197,Koch Media
Fairy Fencer F: Advent Dark Force,0,0,0,1,0,0,0,0,0,Role-Playing,0.9708737864077673,0.0,2.7649769585253456,0.33112582781456934,0.7220216606498197,Idea Factory International
Samurai Warriors 4-II,0,0,0,1,0,0,0,0,0,Action,0.6472491909385115,0.2059732234809474,3.2258064516129044,0.33112582781456934,0.6704486848891181,Tecmo Koei
The Golf Club,1,0,0,0,0,0,0,0,0,Sports,1.4563106796116507,0.2059732234809474,0.0,0.6622516556291391,0.6704486848891181,Ravenscourt
Hatsune Miku: Project Diva X,0,0,0,0,0,0,0,1,0,Music,1.294498381877023,0.0,1.8433179723502309,0.6622516556291391,0.6704486848891181,Sega
NASCAR Heat 2,0,0,0,0,1,0,0,0,0,Racing,1.7799352750809065,0.0,0.0,0.6622516556291391,0.6704486848891181,505 Games
Bulletstorm: Full Clip Edition,0,0,0,0,1,0,0,0,0,Shooter,0.8090614886731395,0.6179196704428422,0.0,0.6622516556291391,0.6704486848891181,Gearbox Software
Valentino Rossi: The Game,0,0,0,0,0,0,0,1,0,Racing,0.8090614886731395,0.5149330587023685,0.0,0.6622516556291391,0.6704486848891181,Namco Bandai Games
Golf Club 2,0,0,0,0,1,0,0,0,0,Sports,0.8090614886731395,0.6179196704428422,0.0,0.6622516556291391,0.6704486848891181,Maximum Games
Akiba's Trip 2,1,0,0,0,0,0,0,0,0,Action,1.4563106796116507,0.0,0.9216589861751154,0.6622516556291391,0.6704486848891181,Acquire
Rugby 15,0,0,0,1,0,0,0,0,0,Sports,0.8090614886731395,0.6179196704428422,0.0,0.6622516556291391,0.6704486848891181,Bigben Interactive
Utawarerumono: Futari no Hakuoro,0,0,0,0,0,0,0,1,0,Visual Novel,0.8090614886731395,0.0,3.2258064516129044,0.33112582781456934,0.6704486848891181,Atlus
The Legend of Heroes: Trails of Cold Steel III,0,0,0,0,1,0,0,0,0,Role-Playing,0.0,0.0,5.99078341013825,0.0,0.6704486848891181,Nihon Falcom Corporation
Utawarerumono: Itsuwari no Kamen,0,0,0,1,0,0,0,0,0,Adventure,0.8090614886731395,0.0,3.2258064516129044,0.33112582781456934,0.6704486848891181,Deep Silver
The Inpatient,0,0,1,0,0,0,0,0,0,Action,0.9708737864077673,0.5149330587023685,0.0,0.6622516556291391,0.6704486848891181,Sony Interactive Entertainment
Don Bradman Cricket 14,0,0,0,1,0,0,0,0,0,Sports,0.16181229773462813,0.9268795056642636,0.0,0.6622516556291391,0.6704486848891181,Tru Blu Entertainment
Sword Art Online: Hollow Fragment,0,0,0,1,0,0,0,0,0,Role-Playing,0.0,1.1328527291452108,0.0,0.6622516556291391,0.6188757091284167,Namco Bandai Games
Teenage Mutant Ninja Turtles: Mutants in Manhattan,0,0,0,0,0,0,0,1,0,Action,1.1326860841423954,0.3089598352214211,0.0,0.6622516556291391,0.6188757091284167,Activision
Job Simulator,0,0,0,0,1,0,0,0,0,Simulation,1.6181229773462789,0.0,0.0,0.6622516556291391,0.6188757091284167,Sony Interactive Entertainment
Portal Knights,0,0,0,0,1,0,0,0,0,Role-Playing,0.32362459546925576,0.5149330587023685,1.3824884792626728,0.33112582781456934,0.6188757091284167,505 Games
Samurai Warriors 4: Empires,0,0,0,1,0,0,0,0,0,Action,0.4854368932038839,0.1029866117404737,3.2258064516129044,0.33112582781456934,0.6188757091284167,Tecmo Koei
Danganronpa 1o2 Reload,0,0,0,0,1,0,0,0,0,Adventure,1.294498381877023,0.0,0.9216589861751154,0.6622516556291391,0.6188757091284167,NIS America
God Eater 2: Rage Burst,0,0,0,1,0,0,0,0,0,Role-Playing,0.0,0.1029866117404737,5.0691244239631335,0.0,0.6188757091284167,Namco Bandai Games
America's Greatest Game Shows: Wheel of Fortune & Jeopardy!,0,0,0,0,1,0,0,0,0,Misc,1.6181229773462789,0.0,0.0,0.6622516556291391,0.6188757091284167,Ubisoft
Marvel's Guardians of the Galaxy: The Telltale Series,0,0,0,0,1,0,0,0,0,Adventure,0.9708737864077673,0.4119464469618948,0.0,0.6622516556291391,0.6188757091284167,Warner Bros. Interactive Entertainment
Digimon Story: Cyber Sleuth,0,0,0,0,0,0,0,1,0,Role-Playing,0.0,1.0298661174047372,0.0,0.6622516556291391,0.5673027333677153,Namco Bandai Games
Constructor HD,0,0,0,0,1,0,0,0,0,Strategy,1.4563106796116507,0.0,0.0,0.6622516556291391,0.5673027333677153,System 3
Minecraft: Story Mode - Season Two,0,0,0,0,1,0,0,0,0,Adventure,1.4563106796116507,0.0,0.0,0.6622516556291391,0.5673027333677153,Telltale Games
Darksiders: Warmastered Edition,0,0,0,0,0,0,0,1,0,Action-Adventure,1.1326860841423954,0.2059732234809474,0.0,0.6622516556291391,0.5673027333677153,THQ Nordic
Mighty No. 9,0,0,0,0,0,0,0,1,0,Platform,1.4563106796116507,0.0,0.0,0.6622516556291391,0.5673027333677153,Deep Silver
The Invisible Hours,0,0,0,0,1,0,0,0,0,Adventure,1.4563106796116507,0.0,0.0,0.6622516556291391,0.5673027333677153,GameTrust
Monster Energy Supercross - The Official Videogame,0,0,1,0,0,0,0,0,0,Racing,1.294498381877023,0.1029866117404737,0.0,0.6622516556291391,0.5673027333677153,Milestone S.r.l.
The Idolmaster: Platinum Stars,0,0,0,0,0,0,0,1,0,Simulation,0.0,0.0,5.0691244239631335,0.0,0.5673027333677153,Namco Bandai Games
The Witch and the Hundred Knight,0,0,0,1,0,0,0,0,0,Role-Playing,0.4854368932038839,0.1029866117404737,2.7649769585253456,0.33112582781456934,0.5673027333677153,NIS America
SD Gundam G Generation Genesis,0,0,0,0,0,0,0,1,0,Strategy,0.0,0.0,5.0691244239631335,0.0,0.5673027333677153,Namco Bandai Games
Rime,0,0,0,0,1,0,0,0,0,Adventure,0.32362459546925576,0.7209062821833162,0.0,0.6622516556291391,0.5673027333677153,Grey Box
Super Robot Wars OG: The Moon Dwellers,0,0,0,0,0,0,0,1,0,Misc,0.0,0.0,5.0691244239631335,0.0,0.5673027333677153,Namco Bandai Games
Gundam Breaker 3,0,0,0,0,0,0,0,1,0,Action,0.0,0.0,5.0691244239631335,0.0,0.5673027333677153,Namco Bandai Games
Earth Defense Force 2025.1: The Shadow of New Despair,0,0,0,1,0,0,0,0,0,Shooter,0.0,0.0,5.0691244239631335,0.0,0.5673027333677153,D3Publisher
Shadow Warrior (2013),1,0,0,0,0,0,0,0,0,Shooter,0.0,0.9268795056642636,0.0,0.6622516556291391,0.5673027333677153,Devolver Digital
Assassin's Creed Chronicles,0,0,0,0,0,0,0,1,0,Action,0.32362459546925576,0.5149330587023685,0.9216589861751154,0.33112582781456934,0.5673027333677153,Ubisoft
Mega Man Legacy Collection,0,0,0,0,0,0,0,1,0,Platform,1.4563106796116507,0.0,0.0,0.6622516556291391,0.5673027333677153,Capcom
Pac-Man Championship Edition 2 + Arcade Game Series,0,0,0,0,1,0,0,0,0,Action,1.294498381877023,0.0,0.0,0.6622516556291391,0.5157297576070139,Namco Bandai Games
Tokyo Xanadu eX+,0,0,0,0,0,0,0,1,0,Role-Playing,0.8090614886731395,0.0,2.3041474654377883,0.33112582781456934,0.5157297576070139,Nihon Falcom Corporation
Stardew Valley,0,0,0,0,1,0,0,0,0,Simulation,0.6472491909385115,0.4119464469618948,0.0,0.6622516556291391,0.5157297576070139,505 Games
Romance of the Three Kingdoms 13,0,0,0,1,0,0,0,0,0,Action,0.4854368932038839,0.0,2.7649769585253456,0.33112582781456934,0.5157297576070139,Tecmo Koei
Musou Stars,0,0,0,0,1,0,0,0,0,Action,0.4854368932038839,0.0,2.7649769585253456,0.33112582781456934,0.5157297576070139,Tecmo Koei
Mega Man Legacy Collection 2,0,0,0,0,1,0,0,0,0,Action,0.9708737864077673,0.0,0.9216589861751154,0.33112582781456934,0.5157297576070139,Capcom
Final Fantasy XIV Online Complete Edition,0,0,0,0,1,0,0,0,0,MMO,1.1326860841423954,0.0,0.9216589861751154,0.6622516556291391,0.5157297576070139,Square Enix
Devil May Cry 4,0,0,0,1,0,0,0,0,0,Action,0.16181229773462813,0.0,4.147465437788019,0.0,0.5157297576070139,Capcom
Puyo Puyo Tetris,1,0,0,0,0,0,0,0,0,Puzzle,0.8090614886731395,0.3089598352214211,0.0,0.6622516556291391,0.5157297576070139,Sega
Natural Doctrine,1,0,0,0,0,0,0,0,0,Role-Playing,0.8090614886731395,0.2059732234809474,0.9216589861751154,0.33112582781456934,0.5157297576070139,NIS America
Sudden Strike 4,0,0,0,0,1,0,0,0,0,Strategy,0.8090614886731395,0.3089598352214211,0.46082949308755783,0.6622516556291391,0.5157297576070139,Kalypso Media
Accel World vs. Sword Art Online: Millennium Twilight,0,0,0,0,1,0,0,0,0,Action,0.0,0.3089598352214211,2.7649769585253456,0.33112582781456934,0.5157297576070139,Namco Bandai Games
Wolfenstein The Two Pack,0,0,0,0,1,0,0,0,0,Shooter,1.294498381877023,0.0,0.0,0.6622516556291391,0.5157297576070139,Bethesda Softworks
Guilty Gear Xrd REV 2,0,0,0,0,1,0,0,0,0,Fighting,0.6472491909385115,0.1029866117404737,1.3824884792626728,0.33112582781456934,0.5157297576070139,PQube
Ultra Street Fighter IV,0,0,0,0,0,0,1,0,0,Fighting,0.0,0.82389289392379,0.0,0.33112582781456934,0.5157297576070139,
Let's Sing 2016,0,0,0,1,0,0,0,0,0,Music,1.294498381877023,0.0,0.0,0.6622516556291391,0.5157297576070139,Ravenscourt
Resident Evil 4 HD,0,0,0,0,0,0,0,1,0,Action-Adventure,1.1326860841423954,0.0,0.46082949308755783,0.6622516556291391,0.5157297576070139,Capcom
Nights of Azure 2,0,0,0,0,1,0,0,0,0,Action,0.6472491909385115,0.0,1.8433179723502309,0.33112582781456934,0.4641567818463124,Tecmo Koei
The Technomancer,0,0,0,0,0,0,0,1,0,Role-Playing,0.6472491909385115,0.4119464469618948,0.0,0.6622516556291391,0.4641567818463124,Focus Home Interactive
Nights of Azure,0,0,0,1,0,0,0,0,0,Action,0.6472491909385115,0.4119464469618948,0.0,0.6622516556291391,0.4641567818463124,Tecmo Koei
Taiko no Tatsujin: Drum Session!,0,0,0,0,1,0,0,0,0,Music,0.0,0.0,4.147465437788019,0.0,0.4641567818463124,Namco Bandai Games
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,0,0,0,0,0,0,0,1,0,Strategy,0.4854368932038839,0.0,2.7649769585253456,0.33112582781456934,0.4641567818463124,Tecmo Koei
Grand Ages: Medieval,0,0,0,1,0,0,0,0,0,Strategy,0.0,0.5149330587023685,1.3824884792626728,0.33112582781456934,0.4641567818463124,Kalypso Media
Rugby League Live 4,0,0,0,0,1,0,0,0,0,Sports,0.0,0.82389289392379,0.0,0.33112582781456934,0.4641567818463124,Tru Blu Entertainment
Toy Soldiers: War Chest,0,0,0,1,0,0,0,0,0,Action,1.1326860841423954,0.0,0.0,0.6622516556291391,0.4641567818463124,Ubisoft
God Eater Resurrection,0,0,0,1,0,0,0,0,0,Action,0.0,0.0,4.147465437788019,0.0,0.4641567818463124,Namco Bandai Games
Paragon,0,0,0,0,0,0,0,1,0,Action,1.1326860841423954,0.0,0.0,0.6622516556291391,0.4641567818463124,Sony Interactive Entertainment
Summon Night 6: Lost Borders,0,0,0,0,0,0,0,1,0,Role-Playing,0.4854368932038839,0.0,2.3041474654377883,0.33112582781456934,0.4641567818463124,Gaijinworks
Black Rose Valkyrie,0,0,0,0,0,0,0,1,0,Role-Playing,0.6472491909385115,0.0,1.8433179723502309,0.33112582781456934,0.4641567818463124,Idea Factory International
Duke Nukem 3D: 20th Anniversary World Tour,0,0,0,0,0,0,0,1,0,Shooter,1.1326860841423954,0.0,0.0,0.6622516556291391,0.4641567818463124,Gearbox Software
ATV Drift & Tricks,0,0,0,0,1,0,0,0,0,Racing,1.1326860841423954,0.0,0.0,0.6622516556291391,0.4641567818463124,Funbox Media
Yoru no Nai Kuni,0,0,0,1,0,0,0,0,0,Role-Playing,0.0,0.0,4.147465437788019,0.0,0.4641567818463124,Tecmo Koei
Lara Croft and the Temple of Osiris,1,0,0,0,0,0,0,0,0,Action,0.0,0.7209062821833162,0.0,0.33112582781456934,0.4641567818463124,Square Enix
Dragon's Dogma Online,0,0,0,0,0,0,1,0,0,Role-Playing,0.0,0.0,4.147465437788019,0.0,0.4641567818463124,
Ghostbusters (2016),0,0,0,0,0,0,0,1,0,Action,1.1326860841423954,0.0,0.0,0.6622516556291391,0.41258380608561146,Activision
Agatha Christie's The ABC Murders,0,0,0,0,0,0,0,1,0,Adventure,0.8090614886731395,0.2059732234809474,0.0,0.6622516556291391,0.41258380608561146,Microids
Shantae: Half-Genie Hero,0,0,0,0,0,0,0,1,0,Platform,0.9708737864077673,0.0,0.46082949308755783,0.33112582781456934,0.41258380608561146,Xseed Games
Earth Defense Force 4.1: The Shadow of New Despair,0,0,0,1,0,0,0,0,0,Shooter,0.8090614886731395,0.2059732234809474,0.0,0.33112582781456934,0.41258380608561146,PQube
The Sexy Brutale,0,0,0,0,1,0,0,0,0,Adventure,0.8090614886731395,0.2059732234809474,0.0,0.33112582781456934,0.41258380608561146,Badland Studio
Legend of Kay,0,0,0,1,0,0,0,0,0,Action,0.4854368932038839,0.3089598352214211,0.0,0.33112582781456934,0.41258380608561146,Nordic Games
Hasbro Family Fun Pack Conquest Edition,0,0,0,0,0,0,0,1,0,Misc,1.1326860841423954,0.0,0.0,0.6622516556291391,0.41258380608561146,Ubisoft
Loading Human,0,0,0,0,0,0,0,1,0,Adventure,0.8090614886731395,0.2059732234809474,0.0,0.33112582781456934,0.41258380608561146,Maximum Games
Rapala Fishing Pro Series,0,0,0,0,1,0,0,0,0,Simulation,0.9708737864077673,0.0,0.0,0.6622516556291391,0.41258380608561146,GameMill
Atelier Firis: The Alchemist of the Mysterious Journey,0,0,0,0,0,0,0,1,0,Role-Playing,0.32362459546925576,0.0,2.3041474654377883,0.33112582781456934,0.41258380608561146,Tecmo Koei
Dead Rising,0,0,0,0,0,0,0,1,0,Action,0.6472491909385115,0.0,0.9216589861751154,0.33112582781456934,0.41258380608561146,Capcom
Assetto Corsa,0,0,0,0,0,0,0,1,0,Racing,0.0,0.6179196704428422,0.46082949308755783,0.33112582781456934,0.41258380608561146,505 Games
Akiba's Beat,0,0,0,0,0,0,0,1,0,Action,0.8090614886731395,0.0,0.46082949308755783,0.33112582781456934,0.41258380608561146,PQube
WRC 6,0,0,0,0,0,0,0,1,0,Racing,0.4854368932038839,0.2059732234809474,0.46082949308755783,0.33112582781456934,0.41258380608561146,PQube
God Wars: Future Past,0,0,0,0,1,0,0,0,0,Role-Playing,0.4854368932038839,0.1029866117404737,0.9216589861751154,0.33112582781456934,0.36101083032490955,NIS America
Resident Evil 5 HD,0,0,0,0,0,0,0,1,0,Action,0.8090614886731395,0.0,0.46082949308755783,0.33112582781456934,0.36101083032490955,Capcom
The Witch and the Hundred Knights 2,0,0,0,0,1,0,0,0,0,Role-Playing,0.4854368932038839,0.0,1.3824884792626728,0.33112582781456934,0.36101083032490955,Nippon Ichi Software
Samurai Warriors: Sanada Maru,0,0,0,0,0,0,0,1,0,Action,0.32362459546925576,0.0,2.3041474654377883,0.33112582781456934,0.36101083032490955,Tecmo Koei
Project Setsuna,0,0,0,0,0,0,0,1,0,Role-Playing,0.0,0.0,3.2258064516129044,0.0,0.36101083032490955,Square Enix
Has-Been Heroes,0,0,0,0,1,0,0,0,0,Action,0.9708737864077673,0.0,0.0,0.33112582781456934,0.36101083032490955,GameTrust
Fortune Street: Dragon Quest & Final Fantasy 30th Anniversary,0,0,0,0,1,0,0,0,0,Misc,0.0,0.0,3.2258064516129044,0.0,0.36101083032490955,Square Enix
Styx: Shards of Darknes,0,0,0,0,1,0,0,0,0,Action,0.9708737864077673,0.0,0.0,0.33112582781456934,0.36101083032490955,Focus Home Interactive
Dead Rising 2,0,0,0,0,0,0,0,1,0,Action,0.6472491909385115,0.0,0.9216589861751154,0.33112582781456934,0.36101083032490955,Capcom
The Book of Unwritten Tales 2,0,0,0,1,0,0,0,0,0,Adventure,0.0,0.6179196704428422,0.0,0.33112582781456934,0.36101083032490955,Nordic Games
Touhou Genso Rondo: Bullet Ballet,0,0,0,0,0,0,0,1,0,Shooter,0.9708737864077673,0.0,0.0,0.33112582781456934,0.36101083032490955,NIS America
The Walking Dead: A Telltale Series Collection,0,0,0,0,1,0,0,0,0,Adventure,0.9708737864077673,0.0,0.0,0.33112582781456934,0.36101083032490955,Warner Bros. Interactive Entertainment
The Silver Case,0,0,0,0,1,0,0,0,0,Visual Novel,0.8090614886731395,0.0,0.46082949308755783,0.33112582781456934,0.36101083032490955,NIS America
Hunting Simulator,0,0,0,0,1,0,0,0,0,Shooter,0.9708737864077673,0.0,0.0,0.33112582781456934,0.36101083032490955,Bigben Interactive
WRC 7,0,0,0,0,1,0,0,0,0,Racing,0.9708737864077673,0.0,0.0,0.33112582781456934,0.36101083032490955,Bigben Interactive
Kamen Rider: Battride War Genesis,0,0,0,0,0,0,0,1,0,Action,0.0,0.0,3.2258064516129044,0.0,0.36101083032490955,Namco Bandai Games
Le Tour de France 2017,0,0,0,0,1,0,0,0,0,Simulation,0.0,0.6179196704428422,0.0,0.33112582781456934,0.36101083032490955,Focus Home Interactive
City Shrouded in Shadow,0,0,0,0,1,0,0,0,0,Action-Adventure,0.0,0.0,3.2258064516129044,0.0,0.36101083032490955,Namco Bandai Games
SG/ZH: School Girl/Zombie Hunter,0,0,0,0,1,0,0,0,0,Action,0.6472491909385115,0.0,0.9216589861751154,0.33112582781456934,0.36101083032490955,Aksys Games
